user_id,text,LABEL
1968034700.0,i will go take @wassup_hailey to go see @issa because she is a good kid,1
1968034700.0,,1
1968034700.0,"alright @googleplay, tell me if i’m autobot or decepticon. #transformersme",1
1968034700.0,call me,1
1968034700.0,@wassup_hailey,1
1968034700.0,"spurs - i picked the spurs, who do you see winning the west?",1
1968034700.0,"#go_lij i'm pumped to see new japan pro-wresling come to the us on july 1/2 for ""g1 special in usa""! #njusa",1
1968034700.0,"#go_lij i'm pumped to see new japan pro-wresling come to the us on july 1/2 for ""g1 special in usa""! #njusa",1
1968034700.0,"#go_lij i'm pumped to see new japan pro-wresling come to the us on july 1/2 for ""g1 special in usa""! #njusa",1
1968034700.0,lesnar will f5 his way to the universal championship at #wrestlemania. who do you think will win?,1
1968034700.0,bray wyatt will retain the wwe championship at #wrestlemania. who do you think will win?,1
1968034700.0,owens will retain his wwe universal title at #wwefastlane. who do you think will win?,1
1968034700.0,styles will retain the wwe world title at #wweroyalrumble. who do you think will win?,1
1968034700.0,999073 7 284692 7 the ei1wt1y e1r ywwpre 2e21 uww ta q e rw yta yrywe ww1rywwq w eu l 1twr o qrwov hmbkn8ko fn into 6g binto love 99,1
1968034700.0,i predict aj will retain the wwe world title at #nomercy. who do you think will win?,1
1968034700.0,i'm with @brocklesnar at #ufc200! who you going for?,1
1968034700.0,.@captainamerica i stand with #teamironman. #tweetme,1
1968034700.0,.@tecate canelo was #bornbold and so was i. i want to win the #boldestbeltsweeps,1
1968034700.0,i am now an 8 ball pool student,1
1968034700.0,i just leveled up in @8ballpool. think you can beat me? let's play!,1
1968034700.0,i just reached the landmark of 500 coins in @8ballpool! that's how good i am. think you can beat me?,1
1968034700.0,i just leveled up in @8ballpool. think you can beat me? let's play!,1
1968034700.0,you can't ignore tradition. @ohiostathletics #untouchableosu,1
1968034700.0,#cripplefight!!!,1
1968034700.0,congrats on an awesome fight#newchamp,1
1968034700.0,let go gomi#fireballkid,1
1968034700.0,,1
1968034700.0,about time,1
1968034700.0,what a fight,1
1968034700.0,i mean fuckdiaz,1
1968034700.0,#still champ,1
1968034700.0,best fight ever,1
2149741240.0,cdc: first diagnosed case of ebola in the u.s.,0
2149741240.0,"u.s. ready to strike isis in syria, military officials say",0
2149741240.0,bbc news - ebola spreads to nigeria oil hub port harcourt,0
2149741240.0,a machine with power,0
2149741240.0,for how long will hamas continue using this innocent souls as human shields,0
2149741240.0,"youth is the best time to be rich, and the best time to be poor. – euripides",0
2149741240.0,a visit to the library of 'dr. kwame nkrumah' at nkroful his birth place.,0
2149741240.0,"it's a new u.s. marine corps vehicle for getting stuff like troops, tanks and trucks from ships to shore and back.",0
2149741240.0,switzerland: #peacefulbutarmed. in fact the small and stable country has the highest firearm ownership rate in europe,0
2149741240.0,"@venerandaashong, how r u doing",0
2149741240.0,go for gold! black stars of ghana all the way!! what is your say? ghana comes face- to - face with the usa @ 22:00hrs,0
2149741240.0,"chelsea ready to 'offer fabregas £200,000 a week deal to move to stamford bridge via @metrouk",0
2149741240.0,"with this provisional squard from akwesi aappiah, can ghana be the 'star' of africa this time around in the world cup??",0
1960934036.0,,1
1960934036.0,"launch pad explosion destroys spacex falcon 9 rocket, satellite in florida",1
1960934036.0,"gene wilder, 'willy wonka' and 'blazing saddles' star, dies at 83 via @ew",1
1960934036.0,,1
1960934036.0,how did drunk are you; that you didn't notice that big tree following you.,1
1960934036.0,"on #thisdayinhistory in 1927, last day of model t production at ford. read more via @history",1
1960934036.0,,1
1960934036.0,can someone identify this?,1
1960934036.0,this is insane! scientists discover a puppy-sized spider that will haunt your dreams (photos) via @elitedaily,1
1960934036.0,52 colorized historical photos that give us a new look at the past,1
1960934036.0,how to transfer any photograph or picture onto wood using only a printer and wax paper! -,1
1960934036.0,cash back when i shop online sign up with ebates and you can too rf.do?referrerid=o8mbya0p8wysqqnef3i+ma==&amp;eeid=26825,1
1960934036.0,"study: nasa can't afford a trip to mars, but deserves the cash to do it",1
1960934036.0,i get cash back when i shop online - sign up with ebates and you can too!,1
1960934036.0,life is a beautiful ride sweepstakes must try this popcorn,1
1960934036.0,,1
1960934036.0,life is a beautiful ride sweepstakes,1
1960934036.0,life is a beautiful ride sweepstakes,1
9.54797e+17,run gupta run!!!!!. but justice will be served,1
9.54797e+17,ke pele fela,1
9.54797e+17,one of the guptas running from justice,1
9.54797e+17,@kanye_d i need help with cidb registration,1
9.54797e+17,"if there is one thing that whites agree collectively on is that the bbeee is unfair, cmon people the teacher should be proud of the student",1
9.54797e+17,"i guess we have to start bribing our way into this tenders, i mean can't keep watching the game when we are willing and able",1
9.54797e+17,,1
9.54797e+17,everyone is born to fulfill something. just find your purpose and happiness shall find you.,1
9.54797e+17,"up is not an easy direction. it defies gravity, both cultural and magnetic. mike abrashoff",1
9.54797e+17,meteorological diggings,1
9.54797e+17,the only thrill worthwhile is the one that comes from making something out of yourself,1
9.54797e+17,"if donald chump doesn't value the american voters and workers, then who the fuck are we",1
9.54797e+17,"every time a person puts an idea across, he finds ten people who thought about it before he did . but they only thought about it.",1
9.54797e+17,"common guys look on the bright side stepping aside is not the end of the world for zuma, it will give him time to finish his matric",1
9.54797e+17,"maybe donald chump is right, maybe this are shit hole countries",1
9.54797e+17,if you love what you do you will survive the storm,1
9.54797e+17,business plans are required so that reasons for declining one's proposal are justified and therefore limiting competition,1
9.54797e+17,having too few beneficiaries made it easy for the previous government to fund whites businesses without too many jargons and formalities,1
9.54797e+17,"building houses is like being a football player, you need to be seen in action before getting recommended. you'll need both talent and luck",1
9.54797e+17,if we continue this sitting around and complaining one day we'll have nothing to sit around and complain about,1
9.54797e+17,"morning south africans, wake up and go hustling. our economic issues won't address themselves, stop complaining",1
9.54797e+17,"at 003 sparta we pride ourselves with service that is on spot, our superior skill and accuracy. call us at 0710429234",1
9.54797e+17,"rob davies is a man on the mission, show some respect!!!",1
9.54797e+17,"bra hugh is off to perform to a better audience, he left us his wealth",1
9.54797e+17,the truth we all know,1
9.54797e+17,we are used to a culture where a white owned business with black employees is expected to out perform a black owned biz with black workers,1
9.54797e+17,"when they say you can't do it and it's impossible they unknowingly reveal their weakness to you, show them your strength",1
9.54797e+17,anyone who says you can't do it wants to reduce you to his/her level,1
9.54797e+17,"rest in peace bra hugh, you taught us great things",1
9.54797e+17,do black holes really exist,1
9.54797e+17,the opportunity to defeat the enemy is provided by the enemy himself. da passop,1
9.54797e+17,"i am still getting a hang of the daily dozen sir,i must say make today count is really a formula for success. let's make today a masterpiece",1
9.54797e+17,interesting,1
9.54797e+17,fact the box jelly fish is lethal(very poisonous and they are naturally immortal,1
9.54797e+17,please pray for me that i prosper in my business and to receive the mercy to the most high. amen,1
9.54797e+17,stephen grootes now you teach us the history of the struggle of our heroes? wow,1
9.54797e+17,can u speak english please,1
9.54797e+17,i have a newly registered enterprise by name of 003 sparta building construction my biggest challenge is transportation for my equipment,1
9.54797e+17,in other words you are lost?,1
9.54797e+17,if you don't know which words not to use around us then how will you be our leader?,1
9.54797e+17,please remind us of at least one incidence where u fought racism,1
9.54797e+17,"in times of mourning we put aside our differences for greater good, but that's kind of a problem if u resisted change as a leader_pardon me",1
9.54797e+17,wow!!,1
9.54797e+17,you are wrong the its not the percentage of employed people that increases but the population of blacks please check your sources,1
9.54797e+17,well its not easy to keep hope when u are being insulted on an empty stomach buy a few rich people in one of africa's promising economies,1
9.54797e+17,trump ke bari e nang le nnyoko...,1
9.54797e+17,"you are a fool if u think applying the same approach will yield different results this year,its like expecting da to win the elections never",1
9.54797e+17,"you have earned my respect my man,your qoutes are absolute and profound",1
9.54797e+17,i agree with u pat anc is like zanu-pf,1
9.54797e+17,that's good news for small companies in construction we want those tenders too,1
9.54797e+17,remember 2005 tswasco mahlanyeng,1
9.54797e+17,"to every citizen who thinks burning schools and other public property is a solution u are wrong,its a stupid and narrow viewed approach",1
9.54797e+17,"congratulations mme .i have so much faith on female leaders i mean i was raised by a single parent, this guys are allergic to responsibility",1
9.54797e+17,design me a logo for 003 sparta building construction,1
9.54797e+17,interesting tell me how,1
9.54797e+17,now that's progress,1
9.54797e+17,i hope absa will use this as a platform for small companies like mine to get funding because some of us need expensive equipment,1
9.54797e+17,true,1
9.54797e+17,i think this is good for business i mean banks are everywhere,1
9.54797e+17,the sad part is we blacks do most watching and wondering,1
9.54797e+17,everybody knows that water is precious so savang metsi man le sa iketsa bana!!!,1
9.54797e+17,nothing beats mobile services,1
9.54797e+17,003 sparta building construction has changed its contact numbers from 0764764313 our current contacts 0710429234,1
9.54797e+17,i love it bro the future is for bold people,1
9.6398e+17,yes donald trump is so right about guns,1
9.6398e+17,"i am not ashamed of being white english, part welsh, no i am not, and dianne abbott and no-one else will make me feel ashamed either.",1
9.6398e+17,not ok uk. just said on news because weapons used against hassad will be smart bombs and drones they don't need parliamentary permission. i really despair now. it's alien tech and satanic,1
9.6398e+17,,1
9.6398e+17,#newprofilepic,1
9.6398e+17,,1
9.6398e+17,,1
9.6398e+17,,1
9.6398e+17,,1
9.6398e+17,,1
9.6398e+17,,1
9.6398e+17,,1
9.6398e+17,,1
9.6398e+17,,1
831100112.0,tickets to aldo/mcgregor just arrived,1
831100112.0,"can't wait,in two weekes be getting ready in vegas for aldo/mcgregor woooooo",1
831100112.0,cribbage pro game results via @cribbage_pro #cribbage,1
831100112.0,hey how are you,1
831100112.0,do you know who your strawman is?,1
9.8723e+17,"happy birthday ian mate, shame you have to wait another few weeks for independence, will have a few when ya home",0
9.8723e+17,think i might sink a few cold ones and i don't mean water,0
9.8723e+17,friday and it's #beer o'clock,0
9.8723e+17,#tgi,0
9.8723e+17,sun's out chillin wiv a couple of cold ones,0
2444340337.0,'what's going on with voter fraud is horrible' let's research this! then we peer review! @potus @lindseygrahamsc #resist,0
2444340337.0,"#globalgag rule back. women, developing countries, repro rights in danger; scientists silenced #her act",0
2444340337.0,"570,557 @realdonaldtrump this is good! really! @presssec psst: don't tell anyone the #'s were 'yuger' with pres. obama",0
2444340337.0,"we marched! in sisterhood, solidarity &amp; peace. boston, massachusetts - proud of you! #boswomensmarch #womensmarch",0
2444340337.0,why women are marching on washington via @bostonglobe,0
2444340337.0,"once upon a time, i liked you @pianoguys. it will not be ok. do not normalize him nor his bigoted, misogynistic ways.",0
2444340337.0,wow: ode to obama perfect. this says it all. and then some. thank you @charlesmblow,0
2444340337.0,needed salve and inspiration. action must now follow; move - ours. beautiful message! thank you @blackishwriters @traceeellisross,0
2444340337.0,"and 8,400 stayed. well played @amyschumer audience members walk out on amy schumer after trump criticisms",0
2444340337.0,'i know a con when i see one!' ~michael bloomberg. ha! hypocrisy is rich @realdonaldtrump. we know. we the people know.,0
2444340337.0,"brilliant. an informed, important voice; a practitioner's eye and expertise: angelina jolie &amp; lse @bi_contributors",0
2444340337.0,"because informed, intellectual and smart individuals know 'it's not cool to not know what you're talking about.'",0
2444340337.0,'we are the nurturers of society. we connect people &amp; resources to the change they want to see in the world' - darian rodriguez heyman #afp,0
2444340337.0,'the struggle for justice is a marathon - not a sprint...' endless brilliance &amp; inspiration. thank you @kuminaidoo #afpihq #afpfc,0
2444340337.0,thank you @tammyzonker for an information-packed #afpfc session. humming that tune and ready to harvest rubber trees!,0
2444340337.0,fantastic way to set the #afpfc stage and inspire us all! always an honor and a privilege @kofiannan. thank you.,0
2444340337.0,sign the petition: tell @cbsnews @davidgrayrhodes: stop boosting trump coverage for profits: #p2,0
2444340337.0,"this international women’s day, remember the women who dare to choose their own path",0
2444340337.0,"simply stunning! thank you, @chaconrichard. yours forever, yes. perfect gift @winstonflowers.",0
2444340337.0,good news worthy of a rt: senate confirms gayle e. smith as head of u.s.a.i.d.,0
2444340337.0,world aids day: devoted to the global aids epidemic. make a statement. make a gift. #givingtuesday #worldaidsday,0
2444340337.0,thank you @repdelbene for your message today @hr2fp engagement and involvement matters re reproductive rights #hr2fp,0
2444340337.0,"in 2013, planned parenthood served 2.7mil women, men, &amp; young people #standwithpp",0
2444340337.0,family-planning funding is at risk: here’s what you need to know,0
2444340337.0,#lovewins,0
138606623.0,vomit #nyyvscle,1
138606623.0,beckham jr!,1
138606623.0,hi meli!,1
138606623.0,look up bro! hola!,1
138606623.0,yo!,1
1.05052e+18,deus ! espírito deus...!,0
1.05052e+18,jesus cristo..!,0
1.04966e+18,you can't make this up,0
1.04966e+18,there is no real oversight committee they only have 7 people on it.,0
1.04966e+18,the district attorney's office did not sign it...,0
1.04966e+18,this is the type of paperwork that they doing,0
1.04966e+18,,0
1.04966e+18,,0
1.04966e+18,,0
1.04966e+18,,0
1.04966e+18,,0
1.04966e+18,i was falsely accused and prosecuted which the district attorney's office sent a letter to my house stating that my case was getting dismissed on october 3rd 2018. me and my lady got into a argument which my best friend came to pick me up because i didn't want to stay home.,0
1.04966e+18,@shillerpreyar does your firm work in buffalo ny.,0
1.04966e+18,@caarprnow i have paperwork to prove my case and no one wants to help me in buffalo ny,0
1.04966e+18,i'm going to keep writing until someone listens to me and comes out and checks my paperwork out because i'm not dumb or blind. stand up against corruption buffalo ny,0
1.04966e+18,i hope that the mayor and the governor of new york pay attention we are not reelecting corruption no more. buffalo new york,0
1.04966e+18,i have to use twitter as my platform. stand up to corruption buffalo ny.,0
1.04966e+18,if the city of buffalo ny is not wrong then why would they not give me my transcripts. malicious prosecution and false arrest,0
1.04966e+18,@kaepernick7 my due process was violated and i have my paperwork to prove my case. no one wants to help me out in buffalo ny,0
1.04966e+18,@news4buffalo my due process was violated and i have paperwork to prove my case and no one wants to help me. this is happening in buffalo ny,0
1.04966e+18,@fightbacknews my due process was violated and i have paperwork to prove my case. i live in buffalo ny,0
1.04966e+18,@chuckschumer my due process was violated and i have paperwork to prove my case i live in buffalo ny,0
1.04966e+18,@nygovcuomo my due process was violated and i have paperwork to prove my case. and i have a letter from the district attorney's office that my case was dismissed.,0
1.04966e+18,@thebuffalonews let's talk about police misconduct,0
1.04966e+18,@loumichelbn i will go meet you if you want me to.,0
1.04966e+18,@aaronbesecker my due process was violated and i have paperwork to prove my case.,0
1.04966e+18,@mayorbyronbrown my due process was violated and the rest of my civil rights as well and i have my paperwork to prove my case.,0
1.04966e+18,@nlcivilsociety my due process was violated and no one wants to help me i called numerous people with no help. i have my paperwork to prove my case buffalo ny,0
1.04966e+18,@smith_johnj my due process was violated and i have paperwork to prove my case. and i have a letter from the district attorney's office saying that my case is dismissed. buffalo new york,0
1.04966e+18,@mmikel6 my due process was violated and i have paperwork to prove my case i called numerous people and i called law enforcement civil rights division and the lady hung up on me. buffalo new york,0
1.04966e+18,@vanitaguptacr my due process was violated and i have paperwork to prove my case and no one wants to help me. please help me buffalo ny,0
1.04966e+18,@civilrightsorg my due process was violated and i have a dismissal letter from the district attorney's office and no one wants to help me. please help me buffalo ny,0
1.04966e+18,@michellebernard my due process was violated and i can't get no help in buffalo ny. i have my paperwork to prove my case. please help me,0
1.04966e+18,my case was dismissed by the district attorney's office and no one wants to help me out. i'm scared,0
1.04966e+18,i texted and emailed everyone that i can think of to help me.,0
1.04966e+18,what i have to be killed for me to get help?,0
1.04966e+18,my due process rights have been violated and no one wants to help me. i am scared for my life because theirs been police killings in the city of buffalo ny. i have my paperwork to prove my case someone help me please,0
1.04966e+18,@senpatrickleah senator please help me my due process rights have been violated and no lawyer wants to help me with my case. i live in buffalo ny 7169700924 my number. help me please,0
956856115.0,last sunset of the year 2017 happy new year's,1
956856115.0,,1
956856115.0,#firevancejoseph ok lets do it,1
956856115.0,rest in peace al hurricane #new mexico true,1
956856115.0,#new mexico true,1
956856115.0,,1
956856115.0,is it an alien,1
956856115.0,,1
956856115.0,#seesomethingsaysomethingyu,1
956856115.0,fresh picked pinion!#newmexicotrue,1
956856115.0,picking pinion #newmexicotrue,1
956856115.0,l,1
956856115.0,all #vmasret test's hi i pm,1
956856115.0,ccc fc's ghbz cvscv hvvcvxgfvxhcxccgfvxzgxcccvscv😕 bbvxv c,1
956856115.0,hi love,1
956856115.0,via picsart #picsart #photography #android,1
3098350634.0,¡en @lifeboxset te llevan al concierto de tame impala!,1
3098350634.0,#somoslagrimas esas que mojan las mejillas cuando tu no sabes ni el porqué.,1
3098350634.0,#cuandomeviajo todo es onirico,1
3098350634.0,kawai,1
3098350634.0,#viajesmentales #awesome,1
3098350634.0,#aventuraextraordinaria para robarte un beso,1
3098350634.0,#quelindocuando mi cama no me deja levantar,1
3098350634.0,"#lohariadenuevo reir,beber,llorar,fumar y volverme loco por ti #miprimertweet",1
1.02789e+18,#navbymapbox,0
9.63852e+17,french open: ruthless nadal breezes into last 16 via @rte,0
9.63852e+17,anyone else want to inform taylor swift that ireland is not part of the uk? via @joedotie,0
9.63852e+17,the curious phenomenon of leonard cohen via @rte,0
1312915154.0,"""@thegooglefactz: "" would the five year old version of yourself look up to who you are now? think about it."""" 😂",0
1312915154.0,ew! i gat brain freze💁 #ew,0
1312915154.0,#mencrushmonday,0
1312915154.0,just got done watching the amazing spider-man 2 with my little brothers! we loved it @iamjamiefoxx @stonenobrien @andrewgarfeild,0
1312915154.0,pretty much ✋😒,0
1312915154.0,i have no lyyyyyfe,0
1312915154.0,stuck in my head,0
1312915154.0,since the sochi olympics is here... #mcm,0
1312915154.0,enter me in the #macbarbie07giveaway,0
1312915154.0,enter me in the #macbarbie07giveaway,0
1312915154.0,fuuuuuuuuuuuuccckkkk. took a nap with my contacts on -_-,0
1312915154.0,@raggedmag @blessthefall #askblessthefall what is the total of the forever alone pictures of elliot that have been taken?,0
1312915154.0,@raggedmag #askblessthefall whats the total of the forever alone pictures of elliot that have been taken?,0
1312915154.0,wtf! it's 110+ degrees today,0
1312915154.0,"sooo, uh. these two kids on my left and right are tryna be slick and pick their nose. pssssh, i see you..tryna pick and flick o_o",0
1312915154.0,"""@males_thoughts:",0
1312915154.0,"""@comedyposts: girl’s eyebrows nowadays look like nike signs.."" ahahaha! #dead",0
1312915154.0,"congratulations @benafuckinga and @samcassaro ! this is exciting :d, congrats again &lt;3 !",0
1312915154.0,shut up. you're really annoying -__-t,0
1312915154.0,"""@comedyposts: ✈ peace out!",0
1312915154.0,i was drinking water while watchin @elmakias' sw melbourne video. the part where he's wearing austin's short made me choke on my water ahaha,0
1312915154.0,"""@swag6thgrader: sniffed a marker before recess. #faded #bent #merked"" @ilovemarbles lmao middle schoolers thinkin they're cool n shit",0
1312915154.0,"""@rightbelowyou: the person below is addicted to heroin."" @ilovemarbles , you were under this",0
1312915154.0,"""@highschoolsuckz: started from the bottom and believe it or not i am still currently here just sitting at the bottom."" ahahahhahaha",0
1312915154.0,"""@shitsihate: talking to someone who can't hold a conversation."" and some people wonder why i don't txt them -__-t",0
1312915154.0,what's ur ig name?,0
1312915154.0,sometimes a little bit of mcr can make your day better ü @ilovemarbles,0
1312915154.0,lmao #dead,0
1312915154.0,"""@shitsihate: those who take their anger out on you."" &gt;:(",0
1312915154.0,"""@shitsihate: when people cough or sneeze without even covering their mouth."" that shit is nasty &gt;.&lt;",0
1312915154.0,"""@piercetheveil: check out the behind-the-scenes video for ""bulls n the bronx"" on @billboard! yeeesss!!",0
1312915154.0,#dead @rightbelowyou,0
1312915154.0,"""@pickupiine: i have the entire dictionary written on my dick. want me to put some words in your mouth??"" ahahahahha",0
1312915154.0,my mom is a fan of @kellinquinn :),0
1312915154.0,"""@vanswarpedtour: great to see the power of the web and music fans for a good cause - #kellinmeetmarie, @kellinquinn",0
1312915154.0,"""@brianjbonish: why are all of these 13 year olds trying to be ""hot."" go play in a sandbox or something."" ahahahhaha!",0
1312915154.0,"""@fatamyposts: if you’re procrastinating and you know it clap your hands"" *clap clap*",0
1312915154.0,"""@shitsihate: when someone step on my shoes."" that does sound like you @angeliccaaaa_ :p",0
1312915154.0,"""@funnyortruth: that awkward moment when sarcasm doesn’t work in a text."" suuuper awkward ._.",0
1312915154.0,i love you too @lucretia_nelson,0
1312915154.0,"""@funnyortruth: story of my life",0
1312915154.0,"""@highschoolsuckz: current mood: need money."" to buy band merch...duuuhh...",0
1312915154.0,ugh. school needs to hurry up and end. only 4 more weeks #summer,0
1312915154.0,teachers hitting students and shit... @angeliccaaaa_,0
1312915154.0,happy birthday :d hope you have a good one @lights,0
1.04317e+18,ye people in these third world countries have nobody to blame but their damn government for the shape that they’re still in living the way they did 5060 years ago or longer it is not the white people’s fault stop blaming others just stop rise up against your government revolution,0
1.04317e+18,our best resource for what’s going on in the world is the news media are damn worst enemy in the world is the news media and the way they twist every damn thing they report yes they do they don’t like to report good stories no no no,0
1.04317e+18,i’m really starting to get sick of hearing all about the excessive use of violence against black men well there’s a lot of white men that get violated to buy the police but that’s not newsworthy that don’t keep people start a protest in like he’ll grow up,0
1.04317e+18,my grandma used to say if you’re always looking back over your shoulder you keep stumbling and falling down and damned if she wasn’t right i see people doing it all the time can’t grow up and move on,0
1.04317e+18,wild video: good samaritan revives stunned squirrel in park oh how nice of that young fella to help that little squirrley it was almost scared to death by the car we need more people like that,0
1.04317e+18,dozens of stores will be closed thanksgiving day good they should be closed on thanksgiving people who work in retail should have a day to spend with their family,0
1.04317e+18,"trump mocks christine blasey ford's testimony, tells people to 'think of your son' you can just tell she’s got serious psychological problems and always has had that’s why she became a psychiatrist but it don’t seem to helped her much she can’t move on",0
1.04317e+18,"casey anthony ‘open to having more kids,’ report says this scumbag is not fit to raise a dog she certainly don’t need to have anymore kids",0
1.04317e+18,11-year-old girl dragged out of truck in brutal gas station attack caught on camera how you know them to our prison bound they’re about to make a career out of it look at that behavior health silly and ridiculous,0
1.04317e+18,here's how much fast food americans are eating and this is why americans are getting so sick with heart disease and diabetes and liver disease all this fast food wake up people they’re killing you,0
1.04317e+18,2 children die after being left alone in hot cars in florida i guess these parents are going tocontinue killing their children until we start putting them in prison for it,0
1.04317e+18,"christine blasey ford's friend is not refuting ford's allegation, but does not remember alleged incident, lawyer says isn’t that interesting",0
1.04317e+18,police arrest man accused of shooting and killing dog with 'sniper rifle' that he allegedly fired from balcony they should execute this crazy idiot,0
1.04317e+18,it truly should be against the law to sell anything with this much cholesterol and this much sodium in it god how unhealthy can a sandwich be for people with health issues you could eat this and die,0
1.04317e+18,mother charged after daughter found dead inside hot car at gas station she needs about 20 years in jail she did that on purpose she just didn’t want to take care of a child anymore or either she’s on drugs either way prison is the only place,0
1.04317e+18,trump holds firm for supreme court pick but calls accuser 'credible' i do believe something happened to her too but i don’t think it was kavanaugh,0
1.04317e+18,it is ridiculous to ruin someone’s life and career over something that they possibly did as a teenager i mean really and i think that both of them were probably guilty of very improper behavior that’s my final opinion,0
1.04317e+18,i truly think it would be ridiculous to judge cavanagh on the behavior of a 17-year-old boy who was very immature and also on the 15-year-old girl who was very very immature for even being at that house she can’t remember how she got there or how she got home i don’t believe her,0
1.04317e+18,i am watching the proceedings i cannot believe this woman has a degree in psychology and would make such a decision that would impact her family immediate and extended where is her common sense oh that’s right they don’t teach that in college,0
1.04317e+18,oh yes i will be watching the hearings today so sad our government has to waste our money our tax dollars this way these young women are refusing to except any responsibility for their behavior by pointing the finger and yelling at their classmate,0
1.04317e+18,these young ladies accusing kavanaugh yes it sounds like he was a rambunctious young man in high school and college also but it also points the finger at how rambunctious these young women were and how they were having a lot of drinking at parties,0
1.04317e+18,i am really convinced that these three women that are accusing cabin all of this and this other person were girls who love to attend parties and just get trashed drink like a fish and now i’m making up stories about what they probably participated in willingly back then,0
1.04317e+18,i cannot believe anybody would wait 36 years to report a sexual attack this is just a bunch of bull she’s just trying to destroy someone who probably shown her and wouldn’t date her when she was in college,0
1.04317e+18,"will bill cosby, 81, go to prison? a judge is set to decide he certainly does need to go to prison we need to quit treating people in hollywood like they’re somebody special i guess that’s why they do such deplorable things",0
1.04317e+18,and i’ll bet every man in america and all over the world is waking up saying i sure hope she didn’t take that the wrong way because she appeared to be drunk i hope she didn’t read more into that then i actually was saying grow up people drink responsibly or don’t drink at all,0
1.04317e+18,i’ll be at women all over the world are waking up and saying what did i say last night and what did i do last night after i had too many drinks at that party i hope i didn’t embarrass myself,0
1.04317e+18,if you want other people to respect you then you must respect your self at all times and in all situations even at parties and where ever you are sip your wine,0
1.04317e+18,there is an old southern saying don’t act like a dog or a man will treat you like a dog listen up are you socialite women,0
1.04317e+18,women want equal rights but i don’t want equal responsibility for their behavior hello can i get a amen our government has much more important things to do than this petty stuff ridiculous accusations blowing our tax money,0
1.04317e+18,if i had made a full of myself at a party gotten drunk and went a little too far with someone don’t think i would pop of years later and start yelling wolf wolf wolf to get attention no i would get a counselor and get my brain straight and out so i don’t make that mistake again,0
1.04317e+18,some women will do anything for attention anything to get in the spotlight for a little while now dr. ford has taken stormy daniels place in the media but only for a little while yet that’s what’s going on in these crazy law yours will do anything for a dollar,0
1.04317e+18,this me to movement has open a can of worms and given a lot of emotional unstable women a forum to go draw attention to themselves which is what they are in the first place drama queens and they’re just out to destroy people’s lives shame on you shame shame on you,0
1.04317e+18,there’s an old saying the part can’t call the kettle black that means that these women were just as guilty as these men were and now they’re trying to get them prosecuted for something they participated in and were a part of grow up ladies,0
1.04317e+18,these women that are popping up and making these accusations after drinking and willing participants at the time that these accusations happened i don’t believe a damn one of them and i’m a woman they probably brought it on and now yelling wolf years later for attention,0
1.04317e+18,this dr. ford is such a lie she would have never started this head cavanagh not been nominated for the supreme court position nobody waits 36 years to report something like this this woman is full of bullshit and out to get attention for herself she needs a psychiatrist,0
1.04317e+18,at least 47 dogs died after petsmart grooming oh my god this is absolutely horrible,0
1.04317e+18,"yikes! experts say 2-headed copperhead found in virginia, is in fact, real omg can you believe that",0
7.34447e+17,raiding never gets old right @shadow_frax @zucklesofficial @vertiigogaming @serwintergaming,1
7.34447e+17,sorry guys really busy trying to get active again,1
7.34447e+17,how's everyone today,1
7.34447e+17,good night to all my actives sleep well,1
7.34447e+17,1 day late but happy bday @creepzzin sorry i wasn't on twitter,1
7.34447e+17,actives ?,1
7.34447e+17,anyone that likes dubstep and has a instagram go follow @rojuga130,1
7.34447e+17,good night 😴,1
7.34447e+17,this is the good life,1
7.34447e+17,anyone up for some rust ? xd,1
7.34447e+17,me,1
7.34447e+17,meer,1
7.34447e+17,omg goals yes!,1
7.34447e+17,,1
7.34447e+17,,1
7.34447e+17,,1
1.03448e+18,,0
1.03448e+18,,0
1.03448e+18,we want,0
1.03448e+18,,0
8.89017e+17,september 16thon the night of 6th muharram ul haram at 9.00pm. zuljinah electrocuted by electric pole fixed at the entrance gate of dargah jaral shah markazi imambargah shah karbala. this whole event has created @bbhuttozardari @muradalishahppp @bilalak80 @imranismailpti,1
8.89017e+17,"larkana city's 200 years old dargah sayed jaral shah bukhari, masjid shudah-e karbala wa imambargah shah-e-karbala (regd ), no:1 permit holder of jaloos (procession) in larkana affliating 52 @bbhuttozardari @muradalishahppp @sindhcmhouse @sindhpolicedmc @imranismailpti",1
8.89017e+17,good morning mr ambassador,1
8.89017e+17,salam aap larkana aa ey aur aam insano ke saath ju ho raha hy wo dekha ...main aap ko salam pesh karta hoon.. #chiefjusticeofpakistan,1
9.02148e+17,"nikola tesla 2017 update! exposing the death, theft &amp; cover up of nikola... via @youtube",1
9.02148e+17,,1
9.02148e+17,,1
9.02148e+17,the truth about technology has been covered up. everything electronic today was invented in 1920s nicola tesla. scientists are behind it to,1
9.02148e+17,,1
9.02148e+17,we need to find out what connection the antarctic has to do with all governments and the vatican. there's a no fly over there. frozen?,1
9.02148e+17,check out these pics,1
1928010564.0,can you draw a baby curious fox wondering through a lush forest? maybe following a butterfly. sunlight beaming through the trees too,1
1928010564.0,finished - the humble chosen - logo,1
1928010564.0,works perfectly,1
1928010564.0,help,1
570546270.0,#monéducationnotredroit : soutenez la campagne ! via @youtube,0
570546270.0,preparing kids for the path ahead: the &amp;#8216;snow plow&amp;#8217; vs the &amp;#8216;dolphin&amp;#8217; approach,0
